region,year,eurostat_crop_category,production_structure,eurostat_area_thousand_ha,region_normalised,eurostat_area_ha,annual_mean_temperature_c,annual_min_temperature_c,annual_max_temperature_c,annual_precipitation_mm,annual_rain_mm,annual_et0_mm
Guadeloupe,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0,,,,,,
Guadeloupe,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0,,,,,,
Guadeloupe,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0,,,,,,
Guadeloupe,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0,,,,,,
Guadeloupe,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0,,,,,,
Guadeloupe,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0,,,,,,
Guadeloupe,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0,,,,,,
Martinique,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,martinique,10.0,,,,,,
Martinique,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.17,martinique,170.0,,,,,,
Martinique,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,martinique,10.0,,,,,,
Martinique,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Martinique,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0,,,,,,
Guyane,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0,,,,,,
Guyane,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0,,,,,,
Guyane,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0,,,,,,
Guyane,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0,,,,,,
Guyane,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0,,,,,,
Guyane,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0,,,,,,
Guyane,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0,,,,,,
Guyane,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0,,,,,,
Guyane,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0,,,,,,
Guyane,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0,,,,,,
La Réunion,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,la reunion,190.0,,,,,,
La Réunion,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0,,,,,,
La Réunion,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,la reunion,190.0,,,,,,
La Réunion,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0,,,,,,
La Réunion,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0,,,,,,
La Réunion,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0,,,,,,
La Réunion,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0,,,,,,
La Réunion,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0,,,,,,
La Réunion,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.09,la reunion,90.0,,,,,,
La Réunion,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.07,la reunion,70.0,,,,,,
Mayotte,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,,mayotte,,,,,,,
Mayotte,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,mayotte,190.0,,,,,,
Mayotte,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,mayotte,0.0,,,,,,
Mayotte,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,mayotte,0.0,,,,,,
Mayotte,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.17,mayotte,170.0,,,,,,
Mayotte,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.79,mayotte,790.0,,,,,,
Mayotte,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.04,mayotte,40.0,,,,,,
Mayotte,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0,,,,,,
Mayotte,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0,,,,,,
Mayotte,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0,,,,,,
France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,france,,,,,,,
Ile de France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,12.54904109589041,-3.0,38.3,534.7,532.0,835.61
Ile de France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,11.864754098360656,-5.1,35.9,707.7,701.8,754.74
Ile de France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,12.375342465753425,-7.5,36.2,663.9,660.7,800.96
Ile de France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,12.936712328767122,-8.2,36.3,726.8,697.4,866.4
Ile de France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,12.642739726027399,-4.3,41.4,803.5,778.6,876.92
Ile de France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,13.30655737704918,-2.8,37.6,710.1,709.6,901.76
Ile de France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,11.793698630136985,-6.0,31.9,789.5,779.9,777.6
Ile de France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,13.334246575342465,-6.0,38.9,650.6,644.1,920.45
Ile de France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,13.365205479452055,-5.2,34.9,847.6,842.9,849.12
Ile de France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,ile de france,,12.793989071038252,-4.9,36.6,980.3,967.4,716.67
Centre — Val de Loire,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,12.456986301369863,-3.8,38.4,586.6,583.6,865.0
Centre — Val de Loire,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,11.711475409836064,-5.3,35.6,766.2,763.5,772.87
Centre — Val de Loire,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,12.215342465753425,-8.0,36.0,639.3,637.1,833.14
Centre — Val de Loire,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,12.914520547945205,-10.7,35.8,716.2,686.7,898.55
Centre — Val de Loire,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,12.640273972602738,-3.2,41.1,757.6,743.2,922.86
Centre — Val de Loire,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,13.142896174863388,-2.9,37.2,671.5,671.3,921.7
Centre — Val de Loire,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,11.684657534246574,-6.5,32.8,822.4,806.3,816.13
Centre — Val de Loire,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,13.296986301369863,-5.5,37.4,659.9,658.0,956.24
Centre — Val de Loire,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,13.261917808219179,-6.0,35.2,771.7,763.4,883.63
Centre — Val de Loire,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,centre - val de loire,,12.30464480874317,-6.8,36.1,925.1,913.0,732.31
Bourgogne-Franche-Comté,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,12.37945205479452,-4.2,38.6,722.6,698.6,917.5
Bourgogne-Franche-Comté,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,11.389344262295081,-5.3,34.4,1081.4,1060.0,783.13
Bourgogne-Franche-Comté,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,11.877808219178082,-9.7,35.7,851.5,819.3,867.48
Bourgogne-Franche-Comté,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,12.912876712328767,-11.3,36.1,903.7,880.6,930.87
Bourgogne-Franche-Comté,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,12.64986301369863,-4.8,39.7,763.5,741.8,960.04
Bourgogne-Franche-Comté,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,12.939071038251365,-4.6,39.1,823.4,807.6,961.27
Bourgogne-Franche-Comté,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,11.248767123287672,-9.1,32.5,1002.0,958.3,805.73
Bourgogne-Franche-Comté,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,13.023287671232877,-8.3,37.2,947.2,937.8,970.98
Bourgogne-Franche-Comté,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,13.03972602739726,-7.2,35.7,977.9,963.6,911.44
Bourgogne-Franche-Comté,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bourgogne-franche-comte,,12.092349726775957,-6.3,34.9,1200.6,1182.3,767.71
Normandie,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,12.329589041095891,-1.8,35.5,618.8,616.7,793.75
Normandie,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,11.868852459016393,-4.7,37.3,624.0,621.4,765.85
Normandie,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,12.445479452054796,-6.4,35.3,698.5,697.9,781.17
Normandie,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,12.427123287671233,-7.0,34.3,660.8,654.5,807.33
Normandie,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,12.383835616438358,-2.4,39.2,762.0,757.1,834.38
Normandie,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,13.01393442622951,-2.2,36.7,699.9,699.7,859.55
Normandie,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,11.79205479452055,-5.0,30.2,804.4,799.6,760.61
Normandie,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,13.118630136986301,-4.1,39.2,775.1,772.2,871.79
Normandie,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,13.058356164383563,-3.0,32.3,858.5,855.9,796.61
Normandie,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,normandie,,12.387431693989072,-4.7,32.1,864.1,845.1,717.66
Hauts-de-France,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Hauts-de-France,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,hauts-de-france,,,,,,,
Grand Est,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Grand Est,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,grand est,,,,,,,
Pays de la Loire,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Pays de la Loire,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,pays de la loire,,,,,,,
Bretagne,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Bretagne,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,bretagne,,,,,,,
Nouvelle-Aquitaine,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Nouvelle-Aquitaine,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,nouvelle-aquitaine,,,,,,,
Occitanie,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Occitanie,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,occitanie,,,,,,,
Auvergne-Rhône-Alpes,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Auvergne-Rhône-Alpes,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,auvergne-rhone-alpes,,,,,,,
Provence-Alpes-Côte d’Azur,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Provence-Alpes-Côte d’Azur,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,provence-alpes-cote d'azur,,,,,,,
Corse,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Corse,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,corse,,,,,,,
Guadeloupe,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Guadeloupe,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guadeloupe,,,,,,,
Martinique,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2021,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2022,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2023,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Martinique,2024,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,martinique,,,,,,,
Guyane,2015,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2016,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2017,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2018,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2019,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
Guyane,2020,Permanent grassland,Area (sown/harvested/production) - thousand hectares,,guyane,,,,,,,
